"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000205084",146.957357647747,0.441490783066124,0.150342461520487,2.93656747801726,0.00331866611227686,0.00709053365652891,"TMEM231","79583","transmembrane protein 231"
"ENSG00000062194",902.079920130667,0.201512130631725,0.0686374881239217,2.93589022762465,0.00332591994452829,0.00710500190498014,"GPBP1","65056","GC-rich promoter binding protein 1"
"ENSG00000173456",752.767864676725,-0.227563972861108,0.0775555861652995,-2.93420479572013,0.00334403484325637,0.00714266456810325,"RNF26","79102","ring finger protein 26"
"ENSG00000171109",771.986532091822,-0.217859765521478,0.0742539149372625,-2.93398355770936,0.00334641935274435,0.00714672198532766,"MFN1","55669","mitofusin 1"
"ENSG00000143753",2357.48493062214,-0.14443757419906,0.0492595200213014,-2.93217583396266,0.00336596114111168,0.00718741456066415,"DEGS1","8560","delta 4-desaturase, sphingolipid 1"
"ENSG00000100003",303.091397515045,0.312981639184933,0.10674614149013,2.9320182895217,0.00336766913522485,0.0071900199500136,"SEC14L2","23541","SEC14 like lipid binding 2"
"ENSG00000162390",25.3865860941175,-1.05072131299105,0.358558646030201,-2.93040294697719,0.00338522720997001,0.00722645982336877,"ACOT11","26027","acyl-CoA thioesterase 11"
"ENSG00000161243",16.5387471866813,-1.37791615912707,0.470281209104699,-2.92998344915862,0.00338980058266231,0.00723517465420379,"FBXO27","126433","F-box protein 27"
"ENSG00000162694",728.610373990495,-0.216561910634124,0.0739411486787831,-2.92884157879285,0.00340227778404251,0.00726075441372988,"EXTL2","2135","exostosin like glycosyltransferase 2"
"ENSG00000168522",502.640956154685,0.25145550089163,0.0858581957605653,2.92873031705522,0.00340349577227644,0.00726230211261186,"FNTA","2339","farnesyltransferase, CAAX box, alpha"
"ENSG00000170791",320.929525505068,-0.331111299552382,0.113063782869707,-2.92853547925201,0.00340562962848045,0.00726487088221947,"CHCHD7","79145","coiled-coil-helix-coiled-coil-helix domain containing 7"
"ENSG00000124532",311.831568495703,-0.313734207785508,0.107130255512193,-2.92853037907485,0.0034056855017814,0.00726487088221947,"MRS2","57380","magnesium transporter MRS2"
"ENSG00000146374",2.22141941977733,4.50382477465885,1.53797718269105,2.92840805790002,0.00340702580093289,0.00726667818439203,"RSPO3","84870","R-spondin 3"
"ENSG00000012061",989.302380986722,-0.197886103747031,0.067598499636887,-2.92737419927954,0.00341837320577154,0.00728982553995962,"ERCC1","2067","ERCC excision repair 1, endonuclease non-catalytic subunit"
"ENSG00000120526",516.403453211897,-0.263632846260901,0.0900928090795259,-2.92623627739468,0.00343090255178455,0.00731548637271423,"NUDCD1","84955","NudC domain containing 1"
"ENSG00000183134",6.0208413448521,2.57783411245586,0.881067063712578,2.92580919049858,0.00343561586772339,0.00732447658881923,"PTGDR2","11251","prostaglandin D2 receptor 2"
"ENSG00000158158",143.892644586781,0.455993771570312,0.155899826724628,2.92491519170033,0.00344550109408056,0.0073444887365576,"CNNM4","26504","cyclin and CBS domain divalent metal cation transport mediator 4"
"ENSG00000072121",606.156061807716,-0.236222999428241,0.0807685899907861,-2.92468891007245,0.00344800726362494,0.00734876804791096,"ZFYVE26","23503","zinc finger FYVE-type containing 26"
"ENSG00000186994",2.24379311519197,4.5151812262638,1.54386521273728,2.92459548217837,0.00344904250293234,0.00734991156856808,"KANK3","256949","KN motif and ankyrin repeat domains 3"
"ENSG00000064932",1278.06195126449,0.182619731220806,0.0624791399188038,2.92289124751291,0.00346797620176599,0.00738919087200045,"SBNO2","22904","strawberry notch homolog 2"
"ENSG00000136943",3.36721780404075,-4.25066529228662,1.45458343482083,-2.92225608413464,0.00347505690063014,0.00740320737228781,"CTSV","1515","cathepsin V"
"ENSG00000088305",49.719195069313,-0.754821895626071,0.258432814483627,-2.92076645581668,0.00349171467789795,0.00743761973158837,"DNMT3B","1789","DNA methyltransferase 3 beta"
"ENSG00000123472",560.875369834953,-0.241029887668024,0.082563028622504,-2.91934406585379,0.00350768834766236,0.00747056515431328,"ATPAF1","64756","ATP synthase mitochondrial F1 complex assembly factor 1"
"ENSG00000175166",10923.9905492986,-0.108261143154284,0.0370880235412692,-2.91903242117548,0.0035111970363153,0.00747695736471822,"PSMD2","5708","proteasome 26S subunit, non-ATPase 2"
"ENSG00000123810",65.8376759555966,0.661096746491987,0.226525462201068,2.91842135567606,0.00351808606150771,0.00749054498331416,"B9D2","80776","B9 domain containing 2"
"ENSG00000177888",375.85963092085,0.282472462121071,0.0968025605927105,2.91802675870892,0.00352254119836235,0.00749894730340377,"ZBTB41","360023","zinc finger and BTB domain containing 41"
"ENSG00000126226",587.28084815524,-0.233901611084899,0.0801639569674008,-2.91779023807441,0.00352521405851153,0.00750355355204259,"PCID2","55795","PCI domain containing 2"
"ENSG00000136247",294.93646647271,0.332575882423915,0.113984990198471,2.91771646288546,0.00352604815084096,0.00750424514759482,"ZDHHC4","55146","zinc finger DHHC-type containing 4"
"ENSG00000146555",79.5925769544958,-0.611869536235535,0.209790232205493,-2.91657781109751,0.00353894438757782,0.0075306038671848,"SDK1","221935","sidekick cell adhesion molecule 1"
"ENSG00000188706",1089.03819738496,-0.18142884387283,0.0622127457930852,-2.91626485151851,0.00354249644158155,0.00753707413830359,"ZDHHC9","51114","zinc finger DHHC-type containing 9"
"ENSG00000100628",5.11350304704213,-2.87237569344626,0.98543952297002,-2.91481681675319,0.00355897372560894,0.00757103850577721,"ASB2","51676","ankyrin repeat and SOCS box containing 2"
"ENSG00000103196",694.322482358163,0.213793650798614,0.0733696069645463,2.9139266195323,0.00356913791474496,0.0075915651013871,"CRISPLD2","83716","cysteine rich secretory protein LCCL domain containing 2"
"ENSG00000103647",1642.11709727187,0.190058881734812,0.0652400786199824,2.91322275746919,0.00357719323257301,0.00760760084583853,"CORO2B","10391","coronin 2B"
"ENSG00000158555",151.349272598579,-0.440546225293379,0.151226695366224,-2.91315117497287,0.00357801338102032,0.0076082471807066,"GDPD5","81544","glycerophosphodiester phosphodiesterase domain containing 5"
"ENSG00000148384",283.770255430847,0.325330415235094,0.111713212591866,2.91219281665149,0.0035890101510373,0.00763052966041369,"INPP5E","56623","inositol polyphosphate-5-phosphatase E"
"ENSG00000119915",2.17980148924883,4.48360138580134,1.54000697363907,2.9114162874253,0.0035979430434502,0.0076484183721865,"ELOVL3","83401","ELOVL fatty acid elongase 3"
"ENSG00000181773",74.2262762688116,0.613140500969365,0.21063178416235,2.91095906255425,0.00360321223635598,0.00765783896295755,"GPR3","2827","G protein-coupled receptor 3"
"ENSG00000215712",230.896123275037,0.350884430817395,0.12053983946345,2.91094158063643,0.00360341384231989,0.00765783896295755,"TMEM242","729515","transmembrane protein 242"
"ENSG00000170456",225.342109309153,-0.36798415644073,0.126446998540661,-2.91018498412519,0.00361214894428139,0.0076752957238782,"DENND5B","160518","DENN domain containing 5B"
"ENSG00000185046",4.47201315908191,3.6254605734503,1.24583719511667,2.91005966723508,0.00361359761780611,0.00767726707383977,"ANKS1B","56899","ankyrin repeat and sterile alpha motif domain containing 1B"
"ENSG00000111011",884.474076905933,0.195524546603111,0.0672038056673001,2.90942670078949,0.00362092283998283,0.0076912062500172,"RSRC2","65117","arginine and serine rich coiled-coil 2"
"ENSG00000248487",60.4179923460998,0.674147792347685,0.231713479197466,2.90940257201514,0.00362120234556041,0.0076912062500172,"ABHD14A","25864","abhydrolase domain containing 14A"
"ENSG00000006530",331.452913386432,-0.307550099945551,0.105758396795742,-2.90804427131723,0.00363696845965959,0.00772357941764598,"AGK","55750","acylglycerol kinase"
"ENSG00000180787",43.7049979224109,0.804902142016406,0.2768345054957,2.90752101359311,0.0036430586717527,0.00773539817091072,"ZFP3","124961","ZFP3 zinc finger protein"
"ENSG00000254206",13.8735840711938,1.45834356557842,0.50163477233306,2.90718196985387,0.0036470097616262,0.00774267212141271,"NPIPB11","728888","nuclear pore complex interacting protein family member B11"
"ENSG00000139405",204.097844451579,-0.386771030579009,0.133079416977418,-2.90631744084542,0.0036571023044241,0.00776298052176327,"RITA1","84934","RBPJ interacting and tubulin associated 1"
"ENSG00000182463",7.00540003916289,2.24355242729968,0.771976253361446,2.90624538971308,0.00365794457737704,0.0077636502277337,"TSHZ2","128553","teashirt zinc finger homeobox 2"
"ENSG00000023191",2706.48895203404,-0.142137772335397,0.048908972454311,-2.90616966995529,0.00365882992640803,0.0077644111526856,"RNH1","6050","ribonuclease/angiogenin inhibitor 1"
"ENSG00000251247",26.4854726336866,1.02339643547275,0.35215846322554,2.9060679845633,0.00366001918369765,0.0077658166900858,"ZNF345","25850","zinc finger protein 345"
"ENSG00000095059",535.382915315996,0.258416352421739,0.0889355146508806,2.90565983045312,0.00366479627094681,0.00777483337285362,"DHPS","1725","deoxyhypusine synthase"
"ENSG00000169744",244.290363297754,-0.366080178042145,0.126059499455081,-2.90402690495049,0.00368396500372196,0.00781437481647297,"LDB2","9079","LIM domain binding 2"
"ENSG00000138777",484.831664353821,0.255098612045807,0.0878506734974482,2.90377525737713,0.00368692716011015,0.00781953266451337,"PPA2","27068","pyrophosphatase (inorganic) 2"
"ENSG00000133884",890.109343512891,0.193620920986125,0.0667051691993393,2.90263743140379,0.0037003476171659,0.00784686664486202,"DPF2","5977","double PHD fingers 2"
"ENSG00000148290",230.90466476455,0.362604163482515,0.124942614570078,2.90216564404562,0.0037059252794596,0.00785756391435414,"SURF1","6834","SURF1 cytochrome c oxidase assembly factor"
"ENSG00000127507",7.82111558982903,2.17492299887355,0.749530089003471,2.90171539579578,0.00371125542432168,0.00786773337797078,"ADGRE2","30817","adhesion G protein-coupled receptor E2"
"ENSG00000070159",74.7676669887463,0.605764889849561,0.208791551152992,2.90129024141254,0.0037162948985542,0.00787728379331105,"PTPN3","5774","protein tyrosine phosphatase non-receptor type 3"
"ENSG00000131368",371.955949533751,0.279079774351201,0.0962002675813118,2.90102908617497,0.00371939352825406,0.00788271812185912,"MRPS25","64432","mitochondrial ribosomal protein S25"
"ENSG00000146872",826.311760821068,0.1991495972364,0.0686755712140534,2.89986080517154,0.00373328405872726,0.00791101947627927,"TLK2","11011","tousled like kinase 2"
"ENSG00000169067",19.5837240373278,1.22972525655707,0.424097732953827,2.89962704585113,0.00373606904595768,0.00791578286361764,"ACTBL2","345651","actin beta like 2"
"ENSG00000150787",372.875589669694,0.281670612947925,0.0971747874589078,2.89859767449488,0.00374835536409841,0.00794067289867505,"PTS","5805","6-pyruvoyltetrahydropterin synthase"
"ENSG00000130479",693.467087441527,0.240044901241244,0.0828480809387013,2.8974105196094,0.0037625705394324,0.0079696413639199,"MAP1S","55201","microtubule associated protein 1S"
"ENSG00000173947",2.17667202894805,4.48138074538501,1.54716244388048,2.896515981958,0.00377331422131361,0.00799124946022704,"PIFO","128344","primary cilia formation"
"ENSG00000176472",23.9568966829133,-1.10064112804755,0.380243106897007,-2.89457220416009,0.00379675578539274,0.00803973947774686,"ZNF575","284346","zinc finger protein 575"
"ENSG00000116670",303.585942678025,-0.31777835220306,0.109799827120321,-2.89416076998766,0.00380173453639179,0.00804912564248559,"MAD2L2","10459","mitotic arrest deficient 2 like 2"
"ENSG00000117308",268.684075556633,-0.326763484408721,0.112910685443029,-2.8939996522614,0.00380368583252971,0.00805210022979358,"GALE","2582","UDP-galactose-4-epimerase"
"ENSG00000121741",966.911197485841,0.202265912546602,0.0699067028987653,2.89336936458742,0.0038113279910552,0.0080671193353686,"ZMYM2","7750","zinc finger MYM-type containing 2"
"ENSG00000078403",382.809732936934,-0.277425855575345,0.0958956857571252,-2.89299621129965,0.00381585900010177,0.00807554996316771,"MLLT10","8028","MLLT10 histone lysine methyltransferase DOT1L cofactor"
"ENSG00000158092",430.877596553654,0.260997287464994,0.0902338433103114,2.89245451473714,0.00382244525391432,0.00808832708574145,"NCK1","4690","NCK adaptor protein 1"
"ENSG00000165233",421.634422285324,0.273855808433923,0.0946926172792583,2.89205026012001,0.00382736713937641,0.00809757922769588,"CARD19","84270","caspase recruitment domain family member 19"
"ENSG00000177879",1341.45856266901,-0.184089435852486,0.0636677108579759,-2.89140968587886,0.00383517805879917,0.00811294017950081,"AP3S1","1176","adaptor related protein complex 3 subunit sigma 1"
"ENSG00000114654",3.38419453839636,4.09710319829927,1.41713466685425,2.89111775622143,0.00383874254027679,0.00811931509164745,"EFCC1","79825","EF-hand and coiled-coil domain containing 1"
"ENSG00000124356",504.829744532221,-0.24548982841411,0.0849256154984774,-2.89064526613305,0.00384451805585296,0.0081303640561287,"STAMBP","10617","STAM binding protein"
"ENSG00000189190",71.2079962644444,0.628115798683458,0.217301640988499,2.89052487512831,0.00384599092521493,0.00813141567275441,"ZNF600","162966","zinc finger protein 600"
"ENSG00000182749",385.89742550112,0.276686176945579,0.0957221228378043,2.89051442595363,0.00384611878509777,0.00813141567275441,"PAQR7","164091","progestin and adipoQ receptor family member 7"
"ENSG00000177830",1309.38887186389,0.178902114008319,0.0619063788297222,2.88988174385716,0.0038538677119549,0.00814662971009628,"CHID1","66005","chitinase domain containing 1"
"ENSG00000166295",501.530909948115,0.253536469993595,0.0877429098566684,2.88953797415378,0.00385808405896267,0.00815349051014987,"ANAPC16","119504","anaphase promoting complex subunit 16"
"ENSG00000185344",390.245710641916,0.274685057348798,0.0950622940548886,2.88952691579478,0.00385821975965431,0.00815349051014987,"ATP6V0A2","23545","ATPase H+ transporting V0 subunit a2"
"ENSG00000164690",7.77495369285953,2.14673269591621,0.743116137517165,2.88882529598764,0.00386683843313838,0.00817053259176968,"SHH","6469","sonic hedgehog signaling molecule"
"ENSG00000151353",225.310890457382,-0.347491502822533,0.120293221460125,-2.8887039402941,0.00386833093526594,0.00817251452464871,"TMEM18","129787","transmembrane protein 18"
"ENSG00000151413",180.796568604544,-0.406235434745831,0.140631958201571,-2.88864238215019,0.00386908821276891,0.00817294282353277,"NUBPL","80224","nucleotide binding protein like"
"ENSG00000072135",298.436266804235,0.305515096517121,0.105777697752213,2.88827515638313,0.00387360855852557,0.00818131885003582,"PTPN18","26469","protein tyrosine phosphatase non-receptor type 18"
"ENSG00000100285",62.403902242082,-0.656003627451905,0.227140470703869,-2.88809662769063,0.00387580788048864,0.00818479102201484,"NEFH","4744","neurofilament heavy"
"ENSG00000069345",1379.5149205589,0.173827677147278,0.0602204573467019,2.8865220359672,0.0038952546917436,0.00822467960557553,"DNAJA2","10294","DnaJ heat shock protein family (Hsp40) member A2"
"ENSG00000113389",341.193152192747,-0.298871466015648,0.103583031654301,-2.88533229084379,0.00391000723754367,0.00825464642127468,"NPR3","4883","natriuretic peptide receptor 3"
"ENSG00000007392",454.752342353607,0.279107624449902,0.0967455196142536,2.88496692728271,0.00391454782986296,0.00826304868469211,"LUC7L","55692","LUC7 like"
"ENSG00000143473",23.9228498019633,-1.08400724414817,0.375827045717155,-2.88432473527725,0.00392254034359524,0.00827873400886534,"KCNH1","3756","potassium voltage-gated channel subfamily H member 1"
"ENSG00000127952",280.834069044405,-0.326107781936933,0.113104137348158,-2.88325245727401,0.00393591860763337,0.00830578013162953,"STYXL1","51657","serine/threonine/tyrosine interacting like 1"
"ENSG00000244165",50.4934055470238,0.735371560846706,0.255097922163438,2.88270306010396,0.00394278919763505,0.00831853415521168,"P2RY11","5032","purinergic receptor P2Y11"
"ENSG00000188493",123.875615309492,0.495881694616207,0.172021133088812,2.88267892271231,0.00394309130196151,0.00831853415521168,"C19orf54","284325","chromosome 19 open reading frame 54"
"ENSG00000118939",54.7775882268553,-0.712978126263891,0.247345440556384,-2.8825197855279,0.00394508359401608,0.0083215460152582,"UCHL3","7347","ubiquitin C-terminal hydrolase L3"
"ENSG00000157637",2010.96490933769,0.150644461718562,0.0522999342859871,2.88039485661314,0.00397177403547819,0.00837664649898077,"SLC38A10","124565","solute carrier family 38 member 10"
"ENSG00000121680",212.349207399034,0.357433315601629,0.124099569652295,2.88021398142713,0.00397405349667424,0.00838025474803047,"PEX16","9409","peroxisomal biogenesis factor 16"
"ENSG00000165338",290.115305541301,0.336222328380811,0.116769931993446,2.87935706256713,0.00398486888299014,0.00840185945600983,"HECTD2","143279","HECT domain E3 ubiquitin protein ligase 2"
"ENSG00000119688",235.833287291263,0.35142595846023,0.122058227529563,2.87916648941272,0.00398727778393634,0.00840573594330622,"ABCD4","5826","ATP binding cassette subfamily D member 4"
"ENSG00000127054",922.15171909075,-0.209496874766819,0.0727879689671158,-2.8781799758895,0.00399976875647255,0.00843086269063107,"INTS11","54973","integrator complex subunit 11"
"ENSG00000100209",94.6803885057474,-0.530878264031496,0.184485827378771,-2.87761001251083,0.00400700166367419,0.0084449006891506,"HSCB","150274","HscB mitochondrial iron-sulfur cluster cochaperone"
"ENSG00000104067",2394.87224660209,-0.146883479884411,0.0510527261012852,-2.87709376367099,0.00401356317316125,0.00845751988076214,"TJP1","7082","tight junction protein 1"
"ENSG00000149260",670.153893428196,-0.219098108433666,0.0761595592029572,-2.87683004900005,0.00401691874261862,0.00846338076178888,"CAPN5","726","calpain 5"
"ENSG00000140326",246.090857761743,-0.359095724369796,0.124828001347516,-2.87672413635854,0.00401826711746255,0.00846501154619254,"CDAN1","146059","codanin 1"
"ENSG00000204186",228.128471227546,-0.359699730980027,0.125050379564423,-2.87643853807512,0.00402190512007164,0.00847146457905042,"ZDBF2","57683","zinc finger DBF-type containing 2"
"ENSG00000072071",117.547435657337,0.474983859685973,0.165162701325811,2.87585426899134,0.00402935696259308,0.00848594783005099,"ADGRL1","22859","adhesion G protein-coupled receptor L1"
"ENSG00000109083",391.991167774898,0.273652249233192,0.0951824498906453,2.87502842748416,0.00403991122982917,0.00850695980929022,"IFT20","90410","intraflagellar transport 20"
"ENSG00000027001",383.469614301963,0.27656937364459,0.0962337150449615,2.87393429127592,0.00405393295531117,0.008535266270768,"MIPEP","4285","mitochondrial intermediate peptidase"
"ENSG00000133302",90.0497548666003,-0.541860389768077,0.188622353728639,-2.87272626524226,0.00406946551698979,0.00856674514917805,"SLF1","84250","SMC5-SMC6 complex localization factor 1"
"ENSG00000126464",664.514000394419,-0.2292036243283,0.0798029025912924,-2.87212140017209,0.00407726302993108,0.00858193409527624,"PRR12","57479","proline rich 12"
"ENSG00000134109",1988.76575920793,0.152878043665369,0.0532537408724966,2.87074750356785,0.0040950247845678,0.00861808871554481,"EDEM1","9695","ER degradation enhancing alpha-mannosidase like protein 1"
"ENSG00000120942",259.092435417049,-0.329131544987387,0.114674768147584,-2.87013045942071,0.00410302476712717,0.0086336920356825,"UBIAD1","29914","UbiA prenyltransferase domain containing 1"
"ENSG00000270629",89.2966312168631,-0.558286100198926,0.194555629049972,-2.86954483365541,0.00411063052558188,0.00864846148265892,"NBPF14","25832","NBPF member 14"
"ENSG00000151693",897.785105531954,-0.19497167653077,0.0679637523775841,-2.86875973897928,0.00412084694046589,0.00866794775874448,"ASAP2","8853","ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
"ENSG00000196323",285.083984125538,-0.31715161459424,0.110554890790331,-2.86872532121372,0.00412129534461594,0.00866794775874448,"ZBTB44","29068","zinc finger and BTB domain containing 44"
"ENSG00000187860",43.5993698844052,0.806710189656595,0.281211304847231,2.86869757990293,0.00412165679829565,0.00866794775874448,"CCDC157","550631","coiled-coil domain containing 157"
"ENSG00000084072",418.178873620478,-0.262644081375028,0.0915939529756327,-2.86748276324422,0.00413751341580636,0.00870005317765075,"PPIE","10450","peptidylprolyl isomerase E"
"ENSG00000120322",12.1965634275008,1.65036763259349,0.575643998146548,2.86699355488344,0.00414391451601605,0.00871147395624348,"PCDHB8","56128","protocadherin beta 8"
"ENSG00000099385",522.927963612403,-0.26015441070312,0.0907417049659711,-2.86697732647497,0.00414412701229631,0.00871147395624348,"BCL7C","9274","BAF chromatin remodeling complex subunit BCL7C"
"ENSG00000180044",6.36573700666312,2.3639296902697,0.825407936741267,2.86395318610887,0.00418389840912215,0.00879382412345156,"C3orf80","401097","chromosome 3 open reading frame 80"
"ENSG00000182534",3267.39834800678,-0.136259927527943,0.0475983118374965,-2.86270504704333,0.00420041377599556,0.00882727766014865,"MXRA7","439921","matrix remodeling associated 7"
"ENSG00000111110",33.9342994163948,0.931456677210566,0.325421783820307,2.86230585511418,0.00420570834878045,0.00883714423215372,"PPM1H","57460","protein phosphatase, Mg2+/Mn2+ dependent 1H"
"ENSG00000104522",830.608126640576,-0.195874361038716,0.0684413938487499,-2.86192828672634,0.00421072169368717,0.00884641715204014,"TSTA3","7264","tissue specific transplantation antigen P35B"
"ENSG00000162913",15.1989906339446,1.38451112449668,0.483913917217498,2.86106903570289,0.00422215102166217,0.00886916501671281,"OBSCN-AS1","574407","OBSCN antisense RNA 1"
"ENSG00000147789",175.318331051475,0.389933031271137,0.136302208348375,2.86079760552747,0.00422576729439094,0.00887462010914709,"ZNF7","7553","zinc finger protein 7"
"ENSG00000198624",52.906666970935,0.705091843184783,0.246468069455277,2.8607837304975,0.00422595222730318,0.00887462010914709,"CCDC69","26112","coiled-coil domain containing 69"
"ENSG00000167972",40.7718160225224,-0.846422780288049,0.295912095415684,-2.86038588283805,0.00423125805161248,0.00888449653293414,"ABCA3","21","ATP binding cassette subfamily A member 3"
"ENSG00000143315",219.087796188602,-0.354500548766962,0.123941137948825,-2.86023312867543,0.00423329683503584,0.00888751121862653,"PIGM","93183","phosphatidylinositol glycan anchor biosynthesis class M"
"ENSG00000213337",59.543665475895,-0.656683086600745,0.229626149438332,-2.85979226759234,0.00423918592929753,0.00889822503421445,"ANKRD39","51239","ankyrin repeat domain 39"
"ENSG00000103197",1627.35513853971,0.156731299159001,0.0548057387318844,2.85976072552817,0.00423960755803052,0.00889822503421445,"TSC2","7249","TSC complex subunit 2"
"ENSG00000136936",88.4956393451759,-0.553043941345547,0.193408060688555,-2.8594668669788,0.0042435374489447,0.00890520502955247,"XPA","7507","XPA, DNA damage recognition and repair factor"
"ENSG00000147162",1788.12559966607,0.180358379519733,0.0630892197006346,2.858782853482,0.00425269784077145,0.00892315785553668,"OGT","8473","O-linked N-acetylglucosamine (GlcNAc) transferase"
"ENSG00000185565",372.318347787532,0.284242830566206,0.0994312567920121,2.8586868932048,0.00425398438591032,0.0089245867444194,"LSAMP","4045","limbic system associated membrane protein"
"ENSG00000167543",498.785112417448,0.255703375936041,0.0894627841661433,2.85820945904354,0.00426039062258261,0.00893675448272453,"TP53I13","90313","tumor protein p53 inducible protein 13"
"ENSG00000041880",153.345036604579,-0.428627146784072,0.149982686910789,-2.85784416596713,0.00426529805088461,0.0089457752488882,"PARP3","10039","poly(ADP-ribose) polymerase family member 3"
"ENSG00000112541",202.883379985396,0.373577643893159,0.130772018290122,2.85670932343006,0.00428057649601861,0.00897654188934579,"PDE10A","10846","phosphodiesterase 10A"
"ENSG00000131849",96.351304748225,0.548326769403171,0.191965555539952,2.85638102033911,0.00428500570389663,0.00898455172343555,"ZNF132","7691","zinc finger protein 132"
"ENSG00000163902",5913.07836703866,0.116944589521471,0.0409465002808062,2.8560338177739,0.00428969440992385,0.00899310330205657,"RPN1","6184","ribophorin I"
"ENSG00000013441",388.016179971658,0.781033874851163,0.273580630922775,2.85485808047438,0.00430560641712237,0.00902517812196692,"CLK1","1195","CDC like kinase 1"
"ENSG00000154928",17.8836539358273,1.27563260104025,0.446935194607026,2.85417800261146,0.00431483475963473,0.00904323587706153,"EPHB1","2047","EPH receptor B1"
"ENSG00000104904",5517.61754803776,-0.114737856480525,0.0402236506583979,-2.85249733931275,0.00433771755583827,0.00908990208132297,"OAZ1","4946","ornithine decarboxylase antizyme 1"
"ENSG00000101460",318.063759210212,0.300973439864423,0.105521437117461,2.85224924987891,0.00434110468010081,0.00909570667832325,"MAP1LC3A","84557","microtubule associated protein 1 light chain 3 alpha"
"ENSG00000105971",3579.2516199538,-0.151294279488989,0.0530567006336132,-2.85155838343139,0.00435054960576347,0.00911420043919573,"CAV2","858","caveolin 2"
"ENSG00000187323",88.4265446352094,0.5423407221176,0.190194943680848,2.85149915987074,0.0043513601251064,0.00911460283169672,"DCC","1630","DCC netrin 1 receptor"
"ENSG00000152939",12.9213121416492,-1.48378785322801,0.520376809984818,-2.85137197653235,0.00435310118821243,0.0091169540019717,"MARVELD2","153562","MARVEL domain containing 2"
"ENSG00000204344",134.569572348372,0.444616342919349,0.155950145679073,2.85101588705352,0.00435797919802301,0.00912587346127637,"STK19","8859","serine/threonine kinase 19"
"ENSG00000178761",204.729809169087,-0.362415950061667,0.127128260672676,-2.85078980978744,0.00436107876359349,0.00913106674496958,"FAM219B","57184","family with sequence similarity 219 member B"
"ENSG00000196547",836.717332993858,0.204225558842876,0.0716963517949442,2.84847908896359,0.0043928740096566,0.00919633198214757,"MAN2A2","4122","mannosidase alpha class 2A member 2"
"ENSG00000228253",8463.75528525708,0.139965808236932,0.0491545324906916,2.84746494666464,0.00440689471448682,0.00922437356939452,"ATP8","4509","ATP synthase F0 subunit 8"
"ENSG00000196417",139.41425704322,0.444340812901955,0.156212463747725,2.84446453401786,0.00444861380232043,0.0093103763445894,"ZNF765","91661","zinc finger protein 765"
"ENSG00000117153",431.221285654315,-0.257738157141776,0.0906120738653715,-2.84441295896963,0.00444933404342976,0.0093105615692273,"KLHL12","59349","kelch like family member 12"
"ENSG00000229809",66.9632609441492,0.637758582305894,0.224432450170112,2.84165049137278,0.00448806641869284,0.00938979743399011,"ZNF688","146542","zinc finger protein 688"
"ENSG00000167528",116.291707373456,0.472218377702275,0.166179192425587,2.84162157012364,0.00448847353253225,0.00938979743399011,"ZNF641","121274","zinc finger protein 641"
"ENSG00000196712",2011.77488378463,0.178547652964831,0.062864900924182,2.84018029679499,0.00450880424069333,0.0094309901929234,"NF1","4763","neurofibromin 1"
"ENSG00000137672",102.147016124611,-0.532023971158774,0.187358244423674,-2.83960800761831,0.00451690010832983,0.00944658348184547,"TRPC6","7225","transient receptor potential cation channel subfamily C member 6"
"ENSG00000104824",2244.76432175033,-0.137791924223883,0.0485297440420584,-2.83932930090183,0.00452084758905541,0.00945349769686417,"HNRNPL","3191","heterogeneous nuclear ribonucleoprotein L"
"ENSG00000111728",7.00069408777413,2.23191853438595,0.786254451313593,2.83867204905116,0.00453016899656426,0.00947164571873516,"ST8SIA1","6489","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
"ENSG00000111276",432.737030211477,0.25854192380766,0.0911281894655238,2.83712345569505,0.00455220064117811,0.00951635929782737,"CDKN1B","1027","cyclin dependent kinase inhibitor 1B"
"ENSG00000174177",340.919665039246,-0.287951410053926,0.101517869078031,-2.83646034603617,0.00456166426148914,0.00953479050997403,"CTU2","348180","cytosolic thiouridylase subunit 2"
"ENSG00000196152",128.327125577921,0.462056287294804,0.162904943508849,2.83635522251481,0.00456316617526264,0.00953657729594736,"ZNF79","7633","zinc finger protein 79"
"ENSG00000136111",370.523089700023,-0.287306581287035,0.101304255848755,-2.83607612414603,0.00456715586430395,0.00954356204850583,"TBC1D4","9882","TBC1 domain family member 4"
"ENSG00000159882",42.0203218954827,0.791585677502787,0.279162426784956,2.83557385074805,0.00457434378280452,0.00955722691678098,"ZNF230","7773","zinc finger protein 230"
"ENSG00000104419",838.970214772618,-0.193054102451183,0.0681034570464163,-2.83471810130881,0.00458661381805402,0.00958150452877111,"NDRG1","10397","N-myc downstream regulated 1"
"ENSG00000168491",9.35442343207676,-1.82728165094487,0.644639954236185,-2.83457709832765,0.0045886384262102,0.00958437544295435,"CCDC110","256309","coiled-coil domain containing 110"
"ENSG00000135334",527.717114810858,-0.236827484010242,0.0835718576335387,-2.83381859296136,0.00459954341067928,0.00960579152424418,"AKIRIN2","55122","akirin 2"
"ENSG00000114988",468.870352843411,-0.246777509469503,0.0871358746892174,-2.83209998579426,0.00462433860357487,0.00965620605546706,"LMAN2L","81562","lectin, mannose binding 2 like"
